OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_3298,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae sedis,Rhodotorula,Rhodotorula hylophila
OTU_3300,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_3302,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,unidentified,Pyronemataceae sp
OTU_3303,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_3304,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola sp
OTU_3305,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces kononenkoae
OTU_3306,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3309,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae sedis,Acremonium,Acremonium sp
OTU_3311,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe sp
OTU_3312,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_3314,Fungi,Basidiomycota,Agaricomycetes,Gomphales,unidentified,unidentified,Gomphales sp
OTU_3315,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora sp
OTU_3316,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Gigasporaceae,unidentified,Gigasporaceae sp
OTU_3317,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3318,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella,Dactylella rhopalota
OTU_3319,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,Basidiomycota sp
OTU_3320,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala sp
OTU_3321,Fungi,Ascomycota,Dothideomycetes,Incertae sedis,Eremomycetaceae,Arthrographis,Arthrographis arxii
OTU_3322,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes sp
OTU_3324,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_3325,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Incertae sedis,Botryodiplodia,Botryodiplodia ulmicola
OTU_3326,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_3327,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_3328,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,Aspergillus ochraceus
OTU_3329,Fungi,Zygomycota,Incertae sedis,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp
OTU_3330,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3331,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae sedis,Auriculibuller,Auriculibuller fuscus
OTU_3332,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Gigasporaceae,unidentified,Gigasporaceae sp
OTU_3333,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,Acaulospora spinosissima
OTU_3334,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,unidentified,Russulaceae sp
OTU_3335,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia ambigua
OTU_3336,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium sp
OTU_3337,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3338,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3339,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_3341,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3342,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_3344,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phaeococcomyces,Phaeococcomyces sp
OTU_3345,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,unidentified,Russulaceae sp
OTU_3346,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora intestinacea
OTU_3349,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae sedis,Cryptococcus,Cryptococcus sp
OTU_3351,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales sp
OTU_3352,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,Glomeraceae sp
OTU_3358,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3359,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,unidentified,Sporormiaceae sp
OTU_3361,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Cymatoderma,Cymatoderma elegans
OTU_3362,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,Rozellomycota sp
OTU_3363,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3364,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales sp
OTU_3365,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_3366,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3367,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Lepiota ochraceofulva
OTU_3368,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales sp
OTU_3369,Fungi,Zygomycota,Incertae sedis,Endogonales,unidentified,unidentified,Endogonales sp
OTU_3371,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,Articulospora sp
OTU_3372,Fungi,Zygomycota,Incertae sedis,Mortierellales,Mortierellaceae,Mortierella,Mortierella hyalina
OTU_3373,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae sedis,Candida,Candida lundiana
OTU_3374,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_3375,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,Aspergillus tardus
OTU_3376,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,Glomeraceae sp
OTU_3377,Fungi,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,Orbiliomycetes sp
OTU_3378,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales sp
OTU_3379,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_3380,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_3381,Fungi,Basidiomycota,Exobasidiomycetes,unidentified,unidentified,unidentified,Exobasidiomycetes sp
OTU_3382,Fungi,Ascomycota,Dothideomycetes,Venturiales,unidentified,unidentified,Venturiales sp
OTU_3383,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Paecilomyces,Paecilomyces penicillatus
OTU_3384,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_3386,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp
OTU_3387,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora insculpta
OTU_3388,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3389,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,Glomeraceae sp
OTU_3390,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes sp
OTU_3391,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,unidentified,Sporormiaceae sp
OTU_3392,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3393,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,unidentified,Tilletiaceae sp
OTU_3394,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3395,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,Sebacinales sp
OTU_3396,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3398,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,unidentified,Halosphaeriaceae sp
OTU_3399,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Plectania,Plectania sp
OTU_3400,Fungi,Zygomycota,Incertae sedis,Mucorales,Cunninghamellaceae,Gongronella,Gongronella butleri
OTU_3403,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis sp
OTU_3404,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,Onygenales sp
OTU_3407,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_3408,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_3409,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3410,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella,Westerdykella reniformis
OTU_3411,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae sedis,Acremonium,Acremonium alcalophilum
OTU_3412,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,Auriculariales sp
OTU_3413,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3414,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Amphobotrys,Amphobotrys ricini
OTU_3415,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3417,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma,Pseudozyma parantarctica
OTU_3418,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3419,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita torrendii
OTU_3420,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Volutella,Volutella sp
OTU_3423,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3424,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_3425,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,unidentified,unidentified,Trechisporales sp
OTU_3430,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_3431,Fungi,Basidiomycota,Tremellomycetes,Incertae sedis,Incertae sedis,Moniliella,Moniliella byzovii
OTU_3433,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3436,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,Auriculariales sp
OTU_3437,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,Spiromastix,Spiromastix warcupii
OTU_3438,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Melanotaeniaceae,Melanotaenium,Melanotaenium endogenum
OTU_3439,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,Auriculariales sp
OTU_3440,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes sp
OTU_3441,Fungi,Zygomycota,Incertae sedis,Endogonales,unidentified,unidentified,Endogonales sp
OTU_3442,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3444,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3445,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,Auriculariales sp
OTU_3446,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3448,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,Rozellomycota sp
OTU_3449,Fungi,Zygomycota,Incertae sedis,Basidiobolales,unidentified,unidentified,Basidiobolales sp
OTU_3451,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nodulisporium,Nodulisporium sp
OTU_3452,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma aerugineum
OTU_3453,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma sp
OTU_3454,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus karstenii
OTU_3455,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3456,Fungi,Chytridiomycota,Chytridiomycetes,unidentified,unidentified,unidentified,Chytridiomycetes sp
OTU_3457,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3458,Fungi,Zygomycota,Incertae sedis,Mucorales,Mucoraceae,Mucor,Mucor sp
OTU_3460,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes sp
OTU_3461,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
OTU_3462,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_3463,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita torrendii
OTU_3464,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Nomuraea,Nomuraea anemonoides
OTU_3465,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus claroideum
OTU_3466,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales sp
OTU_3467,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3468,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3470,Fungi,Zygomycota,Incertae sedis,Mortierellales,unidentified,unidentified,Mortierellales sp
OTU_3471,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,unidentified,unidentified,Coniochaetales sp
OTU_3472,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium sp
OTU_3473,Fungi,Ascomycota,Incertae sedis,Incertae sedis,Incertae sedis,Ciliophora,Ciliophora sp
OTU_3474,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_3475,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales sp
OTU_3476,Fungi,Ascomycota,Incertae sedis,Incertae sedis,Incertae sedis,Phaeocytostroma,Phaeocytostroma ambiguum
OTU_3477,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Hemimycena,Hemimycena gracilis
OTU_3478,Fungi,Glomeromycota,Glomeromycetes,Glomerales,unidentified,unidentified,Glomerales sp
OTU_3479,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp
OTU_3480,Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Powellomyces,Powellomyces sp
OTU_3481,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,Hyphodontia sp
OTU_3482,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales sp
OTU_3484,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,Auriculariales sp
OTU_3485,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales sp
OTU_3487,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3488,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Testudomyces,Testudomyces verrucosus
OTU_3489,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_3490,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_3491,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,unidentified,Pezizaceae sp
OTU_3492,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala sp
OTU_3493,Fungi,Blastocladiomycota,unidentified,unidentified,unidentified,unidentified,Blastocladiomycota sp
OTU_3494,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3495,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3498,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,Glomeraceae sp
OTU_3499,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Zygoascus,Zygoascus hellenicus
OTU_3500,Fungi,Chytridiomycota,Chytridiomycetes,unidentified,unidentified,unidentified,Chytridiomycetes sp
OTU_3501,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,Glomeraceae sp
OTU_3502,Fungi,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,Lanzia,Lanzia echinophila
OTU_3503,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3505,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3506,Fungi,Blastocladiomycota,unidentified,unidentified,unidentified,unidentified,Blastocladiomycota sp
OTU_3507,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,Rosellinia subiculata
OTU_3508,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis sp
OTU_3509,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_3510,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Incertae sedis,Operculomyces,Operculomyces laminatus
OTU_3511,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_3512,Fungi,Blastocladiomycota,unidentified,unidentified,unidentified,unidentified,Blastocladiomycota sp
OTU_3513,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3514,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Pholiotina,Pholiotina brunnea
OTU_3516,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes sp
OTU_3517,Fungi,Blastocladiomycota,unidentified,unidentified,unidentified,unidentified,Blastocladiomycota sp
OTU_3518,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,Auriculariales sp
OTU_3520,Fungi,Ascomycota,Pezizomycetes,Pezizales,unidentified,unidentified,Pezizales sp
OTU_3521,Fungi,Glomeromycota,unidentified,unidentified,unidentified,unidentified,Glomeromycota sp
OTU_3523,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes sp
OTU_3524,Fungi,Basidiomycota,Wallemiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,Geminibasidium sp
OTU_3525,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales sp
OTU_3527,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3528,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,Aspergillus fumigatus
OTU_3529,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp
OTU_3530,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Coronatomyces,Coronatomyces cubensis
OTU_3531,Fungi,Zygomycota,Incertae sedis,Mortierellales,Mortierellaceae,unidentified,Mortierellaceae sp
OTU_3532,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_3533,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,Glomeraceae sp
OTU_3534,Fungi,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,Orbiliomycetes sp
OTU_3535,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3537,Fungi,Ascomycota,Pezizomycetes,Pezizales,unidentified,unidentified,Pezizales sp
OTU_3538,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,Agaricomycetes sp
OTU_3540,Fungi,Zygomycota,Incertae sedis,Mortierellales,Mortierellaceae,Mortierella,Mortierella pseudozygospora
OTU_3542,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,Glomeraceae sp
OTU_3543,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3544,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3545,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Calvatia,Calvatia gigantea
OTU_3547,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales sp
OTU_3549,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3551,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Incertae sedis,Coralloidiomyces,Coralloidiomyces digitatus
OTU_3552,Fungi,Zygomycota,Incertae sedis,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp
OTU_3553,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora sp
OTU_3555,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3556,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,Cladorrhinum sp
OTU_3557,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nodulisporium,Nodulisporium hinnuleum
OTU_3558,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis selenospora
OTU_3560,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma coeruleogracilis
OTU_3562,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3564,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,Basidiomycota sp
OTU_3566,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3567,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Cora,Cora sp
OTU_3568,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_3569,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_3570,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,Glomeraceae sp
OTU_3571,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,Rozellomycota sp
OTU_3573,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp
OTU_3574,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3575,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_3576,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3578,Fungi,Zygomycota,Incertae sedis,Mucorales,Saksenaeaceae,Saksenaea,Saksenaea oblongispora
OTU_3579,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,Ceratobasidiaceae sp
OTU_3580,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_3581,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales sp
OTU_3582,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces subinflatus
OTU_3584,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3585,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,Ceratobasidiaceae sp
OTU_3586,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae sedis,Candida,Candida tunisiensis
OTU_3587,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes sp
OTU_3588,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3589,Fungi,Zygomycota,Incertae sedis,Mucorales,Mucoraceae,Mucor,Mucor strictus
OTU_3591,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,unidentified,Pyronemataceae sp
OTU_3592,Fungi,Zygomycota,Incertae sedis,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp
OTU_3593,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3594,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus sp
OTU_3595,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3596,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_3597,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Kernia,Kernia pachypleura
OTU_3598,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales sp
OTU_3599,Fungi,Zygomycota,Incertae sedis,Mortierellales,unidentified,unidentified,Mortierellales sp
OTU_3600,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,unidentified,Lophiostomataceae sp
OTU_3602,Fungi,Ascomycota,Incertae sedis,Incertae sedis,Incertae sedis,Ciliophora,Ciliophora sp
OTU_3603,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3605,Fungi,Zygomycota,Incertae sedis,Mortierellales,unidentified,unidentified,Mortierellales sp
OTU_3606,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae sedis,Cryptococcus,Cryptococcus heveanensis
OTU_3607,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_3608,Fungi,Zygomycota,Incertae sedis,Kickxellales,Kickxellaceae,Ramicandelaber,Ramicandelaber sp
OTU_3609,Fungi,Glomeromycota,Glomeromycetes,Paraglomerales,unidentified,unidentified,Paraglomerales sp
OTU_3610,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae sedis,Candida,Candida castellii
OTU_3611,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,Glomeraceae sp
OTU_3615,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_3617,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,Ceratobasidiaceae sp
OTU_3618,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Phlyctochytrium,Phlyctochytrium aestuarii
